Test_Index,Case_ID,Prefix_Len,True_Remaining_h,Pred_Remaining_h,True_Class,Pred_Class,Feature,F1_Attribution,F2_Attribution
1,IM0042277,2,75.04138946533203,37.1452522277832,1,1,events_per_hour,0.023667624220252037,-0.0031221285462379456
1,IM0042277,2,75.04138946533203,37.1452522277832,1,1,activity_diversity,0.050334908068180084,-0.002993685659021139
1,IM0042277,2,75.04138946533203,37.1452522277832,1,1,gap_cv,-0.01095513068139553,-0.006257898639887571
0,IM0042277,1,75.94361114501953,19.748788833618164,1,0,prefix_len,-0.011715224012732506,-0.001799594727344811
0,IM0042277,1,75.94361114501953,19.748788833618164,1,0,elapsed_h,-0.02297896519303322,0.044297728687524796
0,IM0042277,1,75.94361114501953,19.748788833618164,1,0,time_since_prev_h,-0.00011363729572622105,0.016224265098571777
0,IM0042277,1,75.94361114501953,19.748788833618164,1,0,dow_sin,0.042087238281965256,-0.011963176541030407
0,IM0042277,1,75.94361114501953,19.748788833618164,1,0,dow_cos,-0.042523354291915894,-0.01244762446731329
0,IM0042277,1,75.94361114501953,19.748788833618164,1,0,n_distinct_acts_so_far,-0.020713483914732933,0.005238331854343414
0,IM0042277,1,75.94361114501953,19.748788833618164,1,0,gap_max_so_far,-0.009544908069074154,0.02664414793252945
0,IM0042277,1,75.94361114501953,19.748788833618164,1,0,pace_ratio,0.030079124495387077,0.013716744258999825
0,IM0042277,1,75.94361114501953,19.748788833618164,1,0,events_per_hour,-0.0649004802107811,0.036165859550237656
0,IM0042277,1,75.94361114501953,19.748788833618164,1,0,activity_diversity,-0.006974898278713226,0.005984202492982149
0,IM0042277,1,75.94361114501953,19.748788833618164,1,0,gap_cv,-0.02700231410562992,0.014696845784783363
58,IM0042280,14,92.18638610839844,54.134342193603516,2,2,prefix_len,0.008015673607587814,-0.00958787091076374
58,IM0042280,14,92.18638610839844,54.134342193603516,2,2,elapsed_h,-0.028002407401800156,0.0787903219461441
58,IM0042280,14,92.18638610839844,54.134342193603516,2,2,time_since_prev_h,-0.01943989284336567,0.15582500398159027
58,IM0042280,14,92.18638610839844,54.134342193603516,2,2,dow_sin,-0.011718016117811203,-0.0450373999774456
58,IM0042280,14,92.18638610839844,54.134342193603516,2,2,dow_cos,0.0831330418586731,-0.006966385990381241
58,IM0042280,14,92.18638610839844,54.134342193603516,2,2,n_distinct_acts_so_far,0.030591925606131554,-0.006804840639233589
58,IM0042280,14,92.18638610839844,54.134342193603516,2,2,gap_max_so_far,-0.017003413289785385,0.025742851197719574
58,IM0042280,14,92.18638610839844,54.134342193603516,2,2,pace_ratio,0.04998226463794708,0.013201136142015457
58,IM0042280,14,92.18638610839844,54.134342193603516,2,2,events_per_hour,0.0026241615414619446,-0.029338987544178963
58,IM0042280,14,92.18638610839844,54.134342193603516,2,2,activity_diversity,-0.0027915537357330322,-0.00945478118956089
58,IM0042280,14,92.18638610839844,54.134342193603516,2,2,gap_cv,0.028623392805457115,0.04016522690653801
45,IM0042280,1,166.26611328125,19.748788833618164,2,0,prefix_len,-0.011715224012732506,-0.001799594727344811
45,IM0042280,1,166.26611328125,19.748788833618164,2,0,elapsed_h,-0.02297896519303322,0.044297728687524796
45,IM0042280,1,166.26611328125,19.748788833618164,2,0,time_since_prev_h,-0.00011363729572622105,0.016224265098571777
45,IM0042280,1,166.26611328125,19.748788833618164,2,0,dow_sin,0.042087238281965256,-0.011963176541030407
45,IM0042280,1,166.26611328125,19.748788833618164,2,0,dow_cos,-0.042523354291915894,-0.01244762446731329
45,IM0042280,1,166.26611328125,19.748788833618164,2,0,n_distinct_acts_so_far,-0.020713483914732933,0.005238331854343414
45,IM0042280,1,166.26611328125,19.748788833618164,2,0,gap_max_so_far,-0.009544908069074154,0.02664414793252945
45,IM0042280,1,166.26611328125,19.748788833618164,2,0,pace_ratio,0.030079124495387077,0.013716744258999825
45,IM0042280,1,166.26611328125,19.748788833618164,2,0,events_per_hour,-0.0649004802107811,0.036165859550237656
45,IM0042280,1,166.26611328125,19.748788833618164,2,0,activity_diversity,-0.006974898278713226,0.005984202492982149
45,IM0042280,1,166.26611328125,19.748788833618164,2,0,gap_cv,-0.02700231410562992,0.014696845784783363
