IncidentID,time:timestamp,concept:name,case_start,case_end,late,prefix_len,elapsed_h,remaining_h,time_since_prev_h,hour,dow,dow_sin,dow_cos,n_distinct_acts_so_far,gap_max_so_far,pace_ratio,events_per_hour,activity_diversity,gap_cv,gap_prev2,wartezeit_h
Case 1013,2011-12-12 16:50:49,Resolve ticket,2011-11-30 16:32:54,2012-01-13 16:40:37,1,2,288.2986111111111,767.83,288.2986111111111,16,0,0.0,1.0,2,288.2986111111111,1.9998612645925082,0.006934846157180215,1.0,1.414115461625667,0.0,288.2986111111111
Case 1014,2011-01-13 16:53:03,Take in charge ticket,2010-12-28 10:41:06,2011-01-28 16:55:37,0,4,390.19916666666666,360.04277777777776,344.03055555555557,16,3,0.43388373911755823,-0.900968867902419,3,344.03055555555557,3.526355988243677,0.0102485486560523,0.75,1.6990074369339139,0.008055555555555555,344.03055555555557
Case 1015,2012-02-15 11:07:17,Resolve ticket,2012-02-10 14:44:10,2012-03-14 14:50:15,0,3,116.38527777777777,675.7161111111111,115.32027777777778,11,2,0.9749279121818236,-0.22252093395631434,3,115.32027777777778,2.9717820541881914,0.025754327561661346,1.0,1.7078916515766314,1.065,115.32027777777778
Case 1017,2012-10-02 07:03:22,Resolve ticket,2012-09-07 12:24:46,2012-10-17 07:03:17,0,5,594.6433333333333,359.99861111111113,0.005555555555555556,7,1,0.7818314824680298,0.6234898018587336,4,357.1072222222222,4.670941512338759e-05,0.008406987888332782,0.8,1.2603229336016342,357.1072222222222,0.005555555555555556
Case 1018,2010-09-21 08:24:19,Resolve ticket,2010-09-16 09:03:22,2010-11-05 09:24:51,2,3,119.34916666666666,1081.0088888888888,118.59666666666666,8,1,0.7818314824680298,0.6234898018587336,3,118.59666666666666,2.980335764894768,0.025115286139850288,1.0,1.715264773087467,0.7525,118.59666666666666
Case 1019,2013-03-04 10:43:19,Resolve ticket,2013-02-14 15:35:55,2013-03-19 10:43:39,0,4,427.12333333333333,360.00555555555553,2.1630555555555557,10,0,0.0,1.0,4,424.61333333333334,0.020255067668625323,0.009362784492107952,1.0,1.9841633387210567,0.34694444444444444,2.1630555555555557
Case 102,2012-01-31 08:12:06,Resolve ticket,2012-01-30 09:09:29,2012-03-16 09:12:11,1,3,23.04361111111111,1081.0013888888889,23.035833333333333,8,1,0.7818314824680298,0.6234898018587336,3,23.035833333333333,2.9950881839523262,0.1296254065796896,1.0,1.7289231186550165,0.0077777777777777776,23.035833333333333
Case 1020,2012-06-04 10:49:46,Resolve ticket,2012-05-15 08:09:38,2012-07-06 13:30:28,2,4,482.6688888888889,770.6783333333333,163.47055555555556,10,0,0.0,1.0,4,319.19305555555553,1.3546098637780304,0.00828553805363505,1.0,1.2690856038390812,319.19305555555553,163.47055555555556
Case 1021,2010-05-20 10:17:39,Resolve ticket,2010-05-18 14:59:36,2010-06-25 15:01:30,0,3,43.30083333333334,868.7308333333333,26.159166666666668,10,3,0.43388373911755823,-0.900968867902419,3,26.159166666666668,1.8111237186760776,0.06912309671473281,1.0,0.9200038598931418,17.141666666666666,26.159166666666668
Case 1022,2012-01-11 11:59:45,Take in charge ticket,2012-01-05 16:55:40,2012-02-07 17:00:35,0,3,139.06805555555556,653.0138888888889,139.06444444444443,11,2,0.9749279121818236,-0.22252093395631434,2,139.06444444444443,2.9992750917118824,0.021556671091106875,0.6666666666666666,1.7316097992100623,0.003611111111111111,139.06444444444443
Case 1023,2013-03-28 13:14:48,Resolve ticket,2013-03-12 09:39:30,2013-04-12 12:15:06,0,2,387.5883333333333,359.005,387.5883333333333,13,3,0.43388373911755823,-0.900968867902419,2,387.5883333333333,1.9998968030443103,0.005158783043080138,1.0,1.414140591105929,0.0,387.5883333333333
Case 1024,2011-07-18 08:33:09,Resolve ticket,2011-07-14 07:22:19,2011-08-20 07:31:38,0,4,97.18055555555556,790.9747222222222,67.81444444444445,8,0,0.0,1.0,3,67.81444444444445,2.790127830762813,0.04111818623111847,0.75,1.2983931148493448,2.06,67.81444444444445
Case 1025,2011-04-20 15:42:11,Take in charge ticket,2011-03-18 09:41:58,2011-05-05 15:42:36,2,4,798.0036111111111,360.00694444444446,625.2866666666666,15,2,0.9749279121818236,-0.22252093395631434,3,625.2866666666666,3.1340977257926244,0.005011880593337053,0.75,1.4801263827400915,172.70694444444445,625.2866666666666
Case 1026,2013-05-20 08:38:03,Require upgrade,2013-05-13 15:56:12,2013-06-19 16:05:00,0,3,160.6975,727.4491666666667,0.005,8,0,0.0,1.0,3,160.6925,9.332565989018682e-05,0.018657006483309754,1.0,1.7316466962361419,160.6925,0.005
Case 1027,2013-04-29 15:18:01,Wait,2013-04-16 13:36:13,2013-05-30 09:33:30,1,3,313.69666666666666,738.2580555555555,6.911944444444444,15,0,0.0,1.0,3,306.78472222222223,0.06609522089292165,0.009560330999904396,1.0,1.6749710911312112,306.78472222222223,6.911944444444444
Case 1028,2011-01-14 10:45:45,Take in charge ticket,2010-12-28 08:31:42,2011-01-29 10:46:26,0,2,410.2341666666667,360.0113888888889,410.2341666666667,10,4,-0.433883739117558,-0.9009688679024191,2,410.2341666666667,1.999902499466794,0.0048740762102432765,1.0,1.4141446190848959,0.0,410.2341666666667
Case 103,2010-06-16 09:23:07,Resolve ticket,2010-06-07 07:30:54,2010-07-16 09:23:33,0,7,217.87027777777777,720.0072222222223,170.0775,9,2,0.9749279121818236,-0.22252093395631434,5,170.0775,5.462700663408043,0.03211447024505125,0.7142857142857143,1.9887279793142956,0.006388888888888889,170.0775
Case 1030,2010-02-22 14:05:31,Resolve ticket,2010-02-04 09:40:52,2010-03-09 14:05:44,0,5,436.41083333333336,360.0036111111111,436.39944444444444,14,0,0.0,1.0,4,436.39944444444444,4.999296742293918,0.011454469438520997,0.8,2.2357388843546597,0.002777777777777778,436.39944444444444
Case 1031,2011-03-25 09:54:11,Resolve ticket,2011-02-24 13:41:36,2011-04-15 14:50:58,2,5,692.2097222222222,508.94638888888886,0.006944444444444444,9,4,-0.433883739117558,-0.9009688679024191,4,425.00638888888886,5.0157796427561115e-05,0.007222201046015451,0.8,1.4272454992871648,425.00638888888886,0.006944444444444444
Case 1032,2012-05-15 12:31:57,Resolve ticket,2012-04-11 15:07:25,2012-06-01 15:20:26,2,4,813.4088888888889,410.80805555555554,672.0405555555556,12,1,0.7818314824680298,0.6234898018587336,4,672.0405555555556,3.30464797351196,0.004916971473370502,1.0,1.57102041699141,141.36583333333334,672.0405555555556
Case 1033,2011-11-23 16:07:21,Wait,2011-11-10 08:25:05,2011-12-29 11:10:47,2,3,319.70444444444445,859.0572222222222,124.63194444444444,16,2,0.9749279121818236,-0.22252093395631434,3,195.0725,1.169394914529766,0.009380732669964979,1.0,0.9268581052386363,195.0725,124.63194444444444
Case 1035,2010-12-22 16:58:03,Resolve ticket,2010-12-20 13:19:58,2011-01-21 16:58:17,0,6,51.63472222222222,720.0038888888889,0.006111111111111111,16,2,0.9749279121818236,-0.22252093395631434,4,31.962222222222223,0.0007092922660275872,0.11597626781927031,0.6666666666666666,1.5167403100961963,31.962222222222223,0.006111111111111111
Case 1036,2012-05-30 15:32:51,Take in charge ticket,2012-05-29 15:38:19,2012-06-30 07:41:01,0,4,23.90888888888889,736.1361111111111,0.9538888888888889,15,2,0.9749279121818236,-0.22252093395631434,3,22.95277777777778,0.1593207757260833,0.16660496112550907,0.75,1.8916862978497813,22.95277777777778,0.9538888888888889
Case 1038,2012-07-25 13:33:25,Take in charge ticket,2012-07-24 15:29:40,2012-09-01 08:14:01,0,2,22.0625,906.6766666666666,22.0625,13,2,0.9749279121818236,-0.22252093395631434,2,22.0625,1.998188610890977,0.09024252679075014,1.0,1.4129327168507375,0.0,22.0625
Case 1039,2012-06-29 14:35:15,Resolve ticket,2012-06-28 10:14:33,2012-07-31 10:20:39,0,3,28.345,763.7566666666667,27.659166666666668,14,4,-0.433883739117558,-0.9009688679024191,3,27.659166666666668,2.92431718061674,0.1054666901037089,1.0,1.6678172979632955,0.6858333333333333,27.659166666666668
Case 1040,2012-02-21 16:35:15,Resolve ticket,2012-02-20 08:07:43,2012-04-04 07:10:38,1,3,32.458888888888886,1022.5897222222222,32.455,16,1,0.7818314824680298,0.6234898018587336,3,32.455,2.9968707250341997,0.09214073644336758,1.0,1.7301404667299645,0.0038888888888888888,32.455
Case 1041,2012-05-08 08:37:30,Resolve ticket,2012-05-02 10:44:47,2012-06-09 10:50:29,0,3,141.8786111111111,770.2163888888889,141.87666666666667,8,1,0.7818314824680298,0.6234898018587336,3,141.87666666666667,2.9993246827477,0.0211299432817541,1.0,1.731649046736135,0.0019444444444444444,141.87666666666667
Case 1043,2012-11-22 16:04:35,Wait,2012-11-15 08:29:06,2013-01-01 09:28:46,2,3,175.5913888888889,953.4030555555555,72.63111111111111,16,3,0.43388373911755823,-0.900968867902419,3,102.96027777777778,1.240699294726503,0.017075395777634075,1.0,0.9037963418051033,102.96027777777778,72.63111111111111
Case 1044,2010-05-17 17:10:24,Resolve ticket,2010-05-13 14:45:13,2010-06-26 14:50:32,1,3,98.41972222222222,957.6688888888889,0.8233333333333334,17,0,0.0,1.0,3,97.5963888888889,0.025088948391593,0.030450755770841147,1.0,1.7098413610417353,97.5963888888889,0.8233333333333334
Case 1045,2011-06-27 13:36:12,Take in charge ticket,2011-06-24 10:10:25,2011-08-22 10:20:40,3,2,75.42972222222222,1340.7411111111112,75.42972222222222,13,0,0.0,1.0,2,75.42972222222222,1.999469845629356,0.02647964193639737,1.0,1.413838686622537,0.0,75.42972222222222
Case 1047,2011-07-15 09:51:05,Wait,2011-07-14 10:17:31,2011-08-27 10:20:45,1,4,23.559444444444445,1032.4944444444445,0.019166666666666665,9,4,-0.433883739117558,-0.9009688679024191,3,21.283055555555556,0.003248664045763789,0.16906567731936975,0.75,1.7486319771629495,2.257222222222222,0.019166666666666665
Case 1048,2010-12-30 08:41:14,Resolve ticket,2010-12-13 10:53:33,2011-01-19 08:50:44,0,5,405.7947222222222,480.15833333333336,0.0033333333333333335,8,3,0.43388373911755823,-0.900968867902419,4,405.78,4.106660935593183e-05,0.012318465173988054,0.8,2.2356911014701724,405.78,0.0033333333333333335
Case 1049,2012-02-14 16:45:38,Resolve ticket,2012-02-09 14:14:35,2012-03-24 14:20:38,1,3,122.5175,933.5833333333334,122.50333333333333,16,1,0.7818314824680298,0.6234898018587336,3,122.50333333333333,2.998918786592954,0.024466328215793018,1.0,1.7313264636227834,0.014166666666666666,122.50333333333333
Case 105,2012-11-26 16:42:13,Take in charge ticket,2012-11-20 09:00:13,2012-12-22 16:04:35,0,2,151.7,623.3727777777777,151.7,16,0,0.0,1.0,2,151.7,1.9997363564460848,0.013175230566534916,1.0,1.4140271382283054,0.0,151.7
Case 1050,2011-06-08 12:44:48,Resolve ticket,2011-05-12 08:27:06,2011-06-23 12:44:59,1,9,652.295,360.00305555555553,0.0022222222222222222,12,2,0.9749279121818236,-0.22252093395631434,4,434.05611111111114,3.06567441004928e-05,0.013795323385372359,0.4444444444444444,2.0073209071374603,4.588888888888889,0.0022222222222222222
Case 1051,2011-01-18 11:26:09,Resolve ticket,2010-12-27 08:06:01,2011-02-02 11:26:23,0,3,531.3355555555555,360.00388888888887,524.6666666666666,11,1,0.7818314824680298,0.6234898018587336,3,524.6666666666666,2.962179207032614,0.005645087101603205,1.0,1.6994502087646304,6.668888888888889,524.6666666666666
Case 1053,2011-07-20 13:19:43,Resolve ticket,2011-06-30 14:53:16,2011-08-04 13:20:00,0,5,478.44083333333333,360.0047222222222,358.88194444444446,13,2,0.9749279121818236,-0.22252093395631434,4,358.88194444444446,3.7501444065746066,0.010448429165745173,0.8,1.6296803128573343,0.07333333333333333,358.88194444444446
Case 1054,2013-02-15 11:48:40,Wait,2013-02-07 13:32:19,2013-03-16 13:51:45,0,3,190.2725,698.0513888888889,190.26583333333335,11,4,-0.433883739117558,-0.9009688679024191,3,190.26583333333335,2.999421972911549,0.015758578576212424,1.0,1.7316867457169411,0.006666666666666667,190.26583333333335
Case 1055,2012-01-24 14:19:03,Resolve ticket,2012-01-23 15:13:31,2012-02-23 15:20:47,0,3,23.092222222222222,721.0288888888889,21.48777777777778,14,1,0.7818314824680298,0.6234898018587336,3,21.48777777777778,2.7879384911100433,0.12935371053514108,1.0,1.5530156299480267,1.6044444444444443,21.48777777777778
Case 1057,2013-01-18 15:35:51,Wait,2013-01-10 16:49:27,2013-03-05 09:37:48,3,4,190.77333333333334,1098.0325,0.009722222222222222,15,4,-0.433883739117558,-0.9009688679024191,4,171.63083333333333,0.0002038059301702653,0.020956306101777792,1.0,1.7423428599050172,171.63083333333333,0.009722222222222222
Case 1058,2012-07-13 13:26:12,Wait,2012-06-28 12:24:41,2012-08-02 15:43:35,0,3,361.0252777777778,482.2897222222222,361.0186111111111,13,4,-0.433883739117558,-0.9009688679024191,3,361.0186111111111,2.9996953375098765,0.008307366403318023,1.0,1.7318589201859613,0.006666666666666667,361.0186111111111
Case 106,2013-03-05 08:06:13,Resolve ticket,2013-02-15 13:12:20,2013-03-20 08:06:31,0,2,426.8980555555556,360.005,426.8980555555556,8,1,0.7818314824680298,0.6234898018587336,2,426.8980555555556,1.9999063052042905,0.004683862078476808,1.0,1.4141473101476871,0.0,426.8980555555556
Case 1060,2011-09-19 13:56:27,Resolve ticket,2011-09-02 13:25:55,2011-10-04 13:56:37,0,3,408.50888888888886,360.0027777777778,120.42861111111111,13,0,0.0,1.0,3,288.0802777777778,0.8843364564776914,0.007341984184822215,1.0,1.062448039845596,288.0802777777778,120.42861111111111
Case 1061,2011-07-28 09:26:55,Resolve ticket,2011-06-21 08:55:05,2011-08-12 09:27:14,2,5,888.5305555555556,360.0052777777778,188.20305555555555,9,3,0.43388373911755823,-0.900968867902419,4,555.8377777777778,1.0590095314312151,0.005626635240866876,0.8,1.2811505187064285,555.8377777777778,188.20305555555555
Case 1062,2012-01-12 13:49:28,Wait,2012-01-11 16:46:12,2012-03-09 09:11:08,3,2,21.054444444444446,1363.361111111111,21.054444444444446,13,3,0.43388373911755823,-0.900968867902419,2,21.054444444444446,1.9981019665735225,0.09454278060822521,1.0,1.412871450066314,0.0,21.054444444444446
Case 1064,2012-05-22 07:34:16,Take in charge ticket,2012-05-21 15:39:11,2012-07-13 15:41:15,2,2,15.918055555555556,1256.1163888888889,15.918055555555556,7,1,0.7818314824680298,0.6234898018587336,2,15.918055555555556,1.9974902835631003,0.12485909997398768,1.0,1.412438924861708,0.0,15.918055555555556
Case 1065,2011-08-25 12:58:59,Resolve ticket,2011-08-22 14:39:21,2011-09-22 14:40:15,0,2,70.32722222222222,673.6877777777778,70.32722222222222,12,3,0.43388373911755823,-0.900968867902419,2,70.32722222222222,1.999431391905232,0.028398109948015685,1.0,1.413811495733447,0.0,70.32722222222222
Case 1066,2012-05-25 12:30:22,Resolve ticket,2012-05-24 09:32:06,2012-07-11 09:40:38,2,3,26.97111111111111,1125.171111111111,2.7983333333333333,12,4,-0.433883739117558,-0.9009688679024191,3,24.172777777777778,0.3109131311468664,0.11081924150385815,1.0,1.469115797752043,24.172777777777778,2.7983333333333333
Case 1067,2012-02-16 11:40:57,Resolve ticket,2012-02-14 10:34:26,2012-03-23 10:40:44,0,3,49.10861111111111,862.9963888888889,47.87694444444445,11,3,0.43388373911755823,-0.900968867902419,3,47.87694444444445,2.92297299589031,0.06096493951487714,1.0,1.666296414129572,1.2316666666666667,47.87694444444445
Case 1068,2012-05-18 12:33:18,Take in charge ticket,2012-05-15 08:49:37,2012-07-07 08:50:39,2,2,75.72805555555556,1196.2891666666667,75.72805555555556,12,4,-0.433883739117558,-0.9009688679024191,2,75.72805555555556,1.999471933639661,0.02637546202849283,1.0,1.4138401630687827,0.0,75.72805555555556
Case 107,2013-11-18 08:20:45,Resolve ticket,2013-10-30 13:25:20,2013-12-03 08:20:56,0,4,450.9236111111111,360.00305555555553,71.81777777777778,8,0,0.0,1.0,4,353.72527777777776,0.6370161672320198,0.008868715298841832,1.0,1.4492669887498693,353.72527777777776,71.81777777777778
Case 1070,2012-12-05 09:59:17,Wait,2012-11-23 08:40:05,2012-12-28 17:39:52,0,5,289.32,559.6763888888889,115.00638888888889,9,2,0.9749279121818236,-0.22252093395631434,4,115.00638888888889,1.9871857637089003,0.017275931172690207,0.8,0.9449593122883623,74.7075,115.00638888888889
Case 1071,2011-05-23 10:35:13,Resolve ticket,2011-05-18 09:38:14,2011-07-01 09:40:32,1,3,120.94972222222222,935.0886111111112,120.94388888888889,10,0,0.0,1.0,3,120.94388888888889,2.9991114213355314,0.024783204330635484,1.0,1.7314960304143863,0.005833333333333334,120.94388888888889
Case 1072,2012-07-20 13:17:21,Resolve ticket,2012-07-17 10:43:08,2012-09-01 10:50:21,1,4,74.57027777777778,1029.55,46.31777777777778,13,4,-0.433883739117558,-0.9009688679024191,3,46.31777777777778,2.483184845698202,0.05356883781662346,0.75,1.2198545872328996,0.003611111111111111,46.31777777777778
Case 1073,2012-01-02 09:45:20,Resolve ticket,2011-12-30 08:47:19,2012-02-08 08:50:32,1,3,72.96694444444445,887.0866666666667,1.0752777777777778,9,0,0.0,1.0,3,71.89166666666667,0.04419134743082854,0.041058238069350404,1.0,1.693212322104115,71.89166666666667,1.0752777777777778
Case 1074,2011-11-02 16:41:16,Take in charge ticket,2011-10-28 10:45:32,2011-12-07 11:10:25,1,2,125.92888888888889,834.4858333333333,125.92888888888889,16,2,0.9749279121818236,-0.22252093395631434,2,125.92888888888889,1.9996824108544913,0.01586937739142701,1.0,1.4139889929346745,0.0,125.92888888888889
Case 1075,2012-08-23 07:05:34,Take in charge ticket,2012-08-07 10:01:46,2012-09-20 08:54:27,1,2,381.06333333333333,673.8147222222223,381.06333333333333,7,3,0.43388373911755823,-0.900968867902419,2,381.06333333333333,1.9998950360813472,0.005247094421464114,1.0,1.414139341674436,0.0,381.06333333333333
Case 1076,2012-05-08 09:17:42,Wait,2012-04-24 15:48:55,2012-06-14 12:31:39,2,3,329.4797222222222,891.2325,187.26,9,1,0.7818314824680298,0.6234898018587336,3,187.26,1.7048965845721968,0.009102501755181472,1.0,0.8898887754863332,142.21972222222223,187.26
Case 1077,2010-09-09 10:02:08,Take in charge ticket,2010-09-01 15:21:14,2010-10-30 15:31:26,3,3,186.68166666666667,1229.4883333333332,170.5575,10,3,0.43388373911755823,-0.900968867902419,2,170.5575,2.740442036294822,0.01606153351952815,0.6666666666666666,1.5129618090535506,16.124166666666667,170.5575
Case 1079,2013-11-18 15:53:04,Resolve ticket,2013-10-23 07:07:54,2013-12-03 15:53:16,1,5,632.7527777777777,360.00333333333333,631.5202777777778,15,0,0.0,1.0,4,631.5202777777778,4.98986651098069,0.007900731695540914,0.8,2.2304486911550243,0.0,631.5202777777778
Case 108,2011-01-24 09:21:26,Take in charge ticket,2011-01-12 11:28:16,2011-02-25 08:13:02,1,2,285.8861111111111,766.86,285.8861111111111,9,0,0.0,1.0,2,285.8861111111111,1.99986009393138,0.0069933466077412455,1.0,1.4141146338432447,0.0,285.8861111111111
Case 1080,2010-06-30 15:54:13,Resolve ticket,2010-06-09 10:33:30,2010-07-15 15:54:29,0,6,509.34527777777777,360.00444444444446,0.024722222222222222,15,2,0.9749279121818236,-0.22252093395631434,5,509.0372222222222,0.00029118923537741994,0.011777516176363943,0.8333333333333334,2.447423991506242,509.0372222222222,0.024722222222222222
Case 1081,2011-11-16 16:08:22,Take in charge ticket,2011-11-14 10:15:37,2011-12-28 09:20:21,1,2,53.87916666666667,1001.1997222222222,53.87916666666667,16,2,0.9749279121818236,-0.22252093395631434,2,53.87916666666667,1.9992578734983533,0.037051331532226936,1.0,1.4136887996912826,0.0,53.87916666666667
Case 1082,2011-09-19 13:03:33,Resolve ticket,2011-08-22 09:38:09,2011-10-19 13:03:55,3,3,675.4233333333333,720.0061111111111,508.67277777777775,13,0,0.0,1.0,3,508.67277777777775,2.25925057739,0.004441001297759269,1.0,1.1517360759866209,166.75055555555556,508.67277777777775
Case 1084,2012-05-30 07:20:16,Resolve ticket,2012-04-24 08:13:17,2012-06-14 07:20:36,2,3,863.1163888888889,360.00555555555553,159.5677777777778,7,2,0.9749279121818236,-0.22252093395631434,3,703.5486111111111,0.5546027180274237,0.0034753742382735886,1.0,1.2820395131466813,703.5486111111111,159.5677777777778
Case 1085,2010-10-05 07:34:59,Resolve ticket,2010-09-30 09:29:04,2010-11-18 09:20:48,2,7,118.09861111111111,1057.763611111111,0.0022222222222222222,7,1,0.7818314824680298,0.6234898018587336,5,95.18555555555555,0.00013163864252351275,0.05922235408857502,0.7142857142857143,2.1069864487363716,0.01138888888888889,0.0022222222222222222
Case 1086,2012-07-30 09:52:47,Resolve ticket,2012-07-24 07:42:04,2012-09-08 07:51:51,2,3,146.1786111111111,957.9844444444444,146.1613888888889,9,0,0.0,1.0,3,146.1613888888889,2.9990310648217635,0.02050880834328707,1.0,1.7313893906303721,0.017222222222222222,146.1613888888889
Case 1087,2013-02-13 10:47:06,Take in charge ticket,2013-01-28 11:21:15,2013-02-28 11:24:00,0,5,383.43083333333334,360.615,332.75138888888887,10,2,0.9749279121818236,-0.22252093395631434,4,332.75138888888887,4.338566102463472,0.01303676149462125,0.8,1.8714989045610102,22.509722222222223,332.75138888888887
Case 1088,2013-04-18 09:24:14,Resolve ticket,2013-04-02 12:24:40,2013-05-03 09:24:29,0,2,380.9927777777778,360.00416666666666,380.9927777777778,9,3,0.43388373911755823,-0.900968867902419,2,380.9927777777778,1.9998950166442362,0.00524806586905784,1.0,1.414139327930323,0.0,380.9927777777778
Case 1089,2011-03-30 10:26:44,Take in charge ticket,2011-03-10 14:37:52,2011-04-29 10:27:10,2,4,475.81444444444446,720.0072222222223,475.70444444444445,10,2,0.9749279121818236,-0.22252093395631434,3,475.70444444444445,3.9987391102321204,0.008404872024149999,0.75,1.9992154812276577,0.09916666666666667,475.70444444444445
Case 109,2010-11-08 09:33:57,Resolve ticket,2010-09-24 15:35:31,2010-11-23 09:34:09,3,5,1073.973888888889,360.00333333333333,0.005833333333333334,9,0,0.0,1.0,4,985.0319444444444,2.715644127510096e-05,0.004655173216409176,0.8,2.008373582759952,985.0319444444444,0.005833333333333334
Case 1090,2012-05-30 10:47:50,Take in charge ticket,2012-05-28 14:40:01,2012-06-28 14:50:42,0,2,44.13027777777778,700.0477777777778,44.13027777777778,10,2,0.9749279121818236,-0.22252093395631434,2,44.13027777777778,1.999094003435237,0.045217893725389216,1.0,1.4135729260584193,0.0,44.13027777777778
Case 1091,2011-11-23 10:43:12,Wait,2011-11-22 11:03:51,2011-12-24 14:00:27,0,2,23.655833333333334,747.2875,23.655833333333334,10,2,0.9749279121818236,-0.22252093395631434,2,23.655833333333334,1.9983105135334907,0.08418984810748237,1.0,1.4130189150359032,0.0,23.655833333333334
